"dateaccessed";"url";"articleTitle"
"29/07/2022 20:10:02";"https://en.wikipedia.org/wiki/Set_theory";"Set theory"
"29/07/2022 20:10:09";"https://en.wikipedia.org/wiki/Venn_diagram";"Venn diagram"
"29/07/2022 20:10:16";"https://en.wikipedia.org/wiki/Set_(mathematics)";"Set (mathematics)"
"29/07/2022 20:10:31";"https://en.wikipedia.org/wiki/Foundations_of_mathematics";"Foundations of mathematics"
